SPEAKER	VOWEL	F0	F1	F2	F3
M	i	166.38	276	2215	2913
M	i	159.59	283	1649	2872
M	i	153.91	432	1904	3042
M	i	158.84	303	1965	2856
M	i	151.88	300	1993	2834
M	u	156.47	369	1012	2875
M	a	156.26	704	1508	2620
M	a	153.71	604	1842	2576
M	a	148.17	572	1104	2401
M	i	158.17	287	2168	2914
M	u	156.36	328	1444	3140
M	a	149.22	646	1213	2325
M	i	156.40	250	1958	2982
M	a	151.06	650	1159	2453
M	i	181.07	282	2256	3007
M	u	159.24	341	1223	2901
M	i	162.95	265	2016	2903
M	i	170.79	285	2111	2963
M	u	173.71	368	1175	2436
M	a	151.66	651	1145	2371
M	u	167.29	275	1012	2756
M	a	151.72	620	1305	2530
M	i	159.77	309	1867	2788
M	i	157.69	393	1720	2977
M	u	172.11	345	1494	2884
M	i	158.41	393	1832	2923
M	i	157.73	437	1620	3214
M	u	159.66	300	940	3135
M	a	151.74	554	1246	2443
M	i	170.16	269	1879	2977
M	u	170.03	303	1046	2543
M	a	139.09	557	1379	2319
M	i	164.80	423	1804	2921
M	a	151.10	611	1184	2503
M	i	160.10	240	1908	3016
M	a	157.35	609	1077	2408
M	i	166.17	360	1788	3125
M	a	155.96	562	1290	2288
M	i	168.52	241	1964	2954
M	a	152.58	599	1203	2427
M	i	167.29	282	1942	2949
M	u	168.43	311	914	2614
M	a	148.93	550	1414	2382
M	a	150.20	581	1081	2229
M	i	180.16	225	2001	3003
M	i	168.89	439	1843	3032
M	a	145.15	663	1303	2530
M	i	162.95	242	1957	2972
M	u	159.77	339	1465	3169
M	i	159.25	246	2089	3006
M	a	145.26	640	1148	2417
M	i	159.53	276	2049	2960
M	a	149.95	562	1085	2245
M	a	158.92	594	1322	2565
M	i	162.47	303	2036	2853
M	i	163.47	272	2088	3046
M	i	159.81	266	1630	2713
M	i	162.28	407	1976	2809
M	i	164.00	295	1995	2854
M	i	159.48	275	2046	2805
M	i	162.16	349	1322	2989
M	u	161.32	680	1123	2325
M	a	151.56	622	1187	2191
M	a	148.79	593	1183	2566
M	i	167.32	292	2161	2985
M	u	160.44	290	993	2962
M	a	151.82	622	1135	2258
M	i	164.52	241	1990	3013
M	a	152.58	654	1331	2678
M	i	171.59	273	1979	3034
M	u	152.52	365	1092	3137
M	i	158.84	259	2081	2936
M	i	165.87	291	2054	3021
M	u	172.25	353	1602	3231
M	a	155.00	536	940	2419
M	u	166.55	288	1059	2907
M	a	156.54	550	1186	2512
M	i	167.31	303	1976	2976
M	i	161.64	354	1657	3071
M	u	172.77	318	1500	3124
M	i	167.96	352	1708	2997
M	u	159.99	330	1394	3190
M	u	165.17	317	1086	2949
M	a	164.60	530	1218	2368
M	i	173.75	271	1978	2935
M	u	171.09	337	1408	3242
M	a	145.63	580	1427	2436
M	i	172.10	351	1615	2648
M	a	151.45	669	1107	2599
M	i	167.19	239	1956	3048
M	a	153.54	572	1057	2483
M	i	162.59	293	1638	3028
M	a	152.58	547	1482	2243
M	i	161.23	210	1868	2985
M	a	155.41	584	1168	2509
M	i	165.20	285	1997	2998
M	u	164.25	314	858	2898
M	a	163.29	629	1442	2427
M	a	158.37	746	1322	2541
M	i	183.31	244	1987	2913
M	i	161.58	376	1672	3105
M	a	154.53	585	945	2397
M	i	161.34	244	1976	3004
M	u	161.38	307	1148	2571
M	i	154.85	252	2001	2983
M	a	152.57	653	1227	2545
M	i	165.24	270	2233	3010
M	a	157.87	657	1335	2304
M	a	157.16	576	1208	2322
M	i	163.54	294	1993	2919
M	i	157.41	260	2049	2896
M	i	165.20	269	2085	3003
M	i	157.49	251	1612	2561
M	i	164.34	407	1959	3007
M	i	165.11	289	2073	2882
M	i	157.81	284	2039	2761
M	u	161.47	319	925	2570
M	a	160.72	688	1082	2407
M	a	157.35	636	1367	2416
M	a	156.66	597	1226	2466
M	i	160.89	284	2148	2979
M	u	166.67	324	1140	2895
M	a	155.58	623	1137	2321
M	i	165.28	251	2044	3044
M	a	151.95	618	1141	2610
